episode,cpu_time,seed,max_steps,agent_1_steps,agent_1_total_distance,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_2_steps,agent_2_total_distance,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_3_steps,agent_3_total_distance,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_4_steps,agent_4_total_distance,agent_4_start_x,agent_4_start_y,agent_4_goal_x,agent_4_goal_y,agent_5_steps,agent_5_total_distance,agent_5_start_x,agent_5_start_y,agent_5_goal_x,agent_5_goal_y,agent_6_steps,agent_6_total_distance,agent_6_start_x,agent_6_start_y,agent_6_goal_x,agent_6_goal_y,agent_7_steps,agent_7_total_distance,agent_7_start_x,agent_7_start_y,agent_7_goal_x,agent_7_goal_y,agent_0_steps,agent_0_total_distance,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y
30,60.5,42,,,,14,22,0,18,,,17,15,6,19,,,1,0,19,23,,,6,27,4,29,,,0,28,7,9,,,10,15,7,14,,,19.0,13.0,12.0,0.0,,,,,,
31,60.46875,42,,,,5,29,0,5,,,19,19,10,22,,,8,1,10,1,,,3,29,1,3,,,19,20,11,1,,,19,12,17,29,,,7.0,12.0,0.0,24.0,,,,,,
32,60.5,42,,,,14,0,10,22,,,1,2,1,11,,,14,29,19,14,,,6,23,14,22,,,0,1,16,28,,,19,22,6,26,,,1.0,8.0,7.0,5.0,,,,,,
33,60.734375,42,,,,11,1,17,15,,,16,0,1,27,,,18,0,16,15,,,0,4,7,4,,,12,0,1,23,,,0,24,6,4,,,3.0,29.0,8.0,15.0,,,,,,
34,60.546875,42,,,,15,15,0,27,,,10,24,6,13,,,19,14,19,13,,,18,29,6,25,,,15,0,0,26,,,4,0,11,28,,,6.0,22.0,19.0,21.0,,,,,,
35,60.78125,42,,,,18,29,19,28,,,2,29,14,28,,,7,1,17,29,,,8,15,17,0,,,1,26,19,20,,,2,1,0,24,,,1.0,24.0,19.0,2.0,,,,,,
36,60.875,42,,,,0,15,6,0,,,7,6,5,29,,,10,22,19,12,,,6,9,1,2,,,1,3,19,10,,,1,14,19,11,,,17.0,14.0,10.0,23.0,,,,,,
37,60.609375,42,,,,1,7,0,4,,,1,5,13,22,,,3,29,0,12,,,10,18,1,14,,,7,2,1,9,,,0,26,17,22,,,9.0,1.0,6.0,26.0,,,,,,
38,60.390625,42,,,,10,21,19,26,,,8,0,7,13,,,12,22,14,15,,,16,22,19,1,,,6,18,16,14,,,17,15,18,1,,,6.0,0.0,9.0,0.0,,,,,,
39,60.796875,42,,,,0,9,11,15,,,7,10,10,16,,,1,11,19,18,,,19,4,6,23,,,1,24,3,1,,,1,22,0,11,,,1.0,27.0,0.0,1.0,,,,,,
40,60.3125,42,,,,6,13,0,24,,,19,13,0,11,,,8,1,6,20,,,19,5,19,12,,,0,23,12,29,,,0,21,0,22,,,17.0,22.0,17.0,28.0,,,,,,
41,60.734375,42,,,,18,0,15,29,,,16,22,10,29,,,19,7,11,15,,,1,24,10,27,,,19,25,14,22,,,6,1,1,0,,,10.0,18.0,17.0,15.0,,,,,,
42,60.484375,42,,,,9,0,16,0,,,6,1,6,16,,,7,15,12,29,,,19,22,11,14,,,18,15,1,27,,,17,22,2,1,,,7.0,3.0,0.0,13.0,,,,,,
43,60.984375,42,,,,1,2,6,5,,,6,27,6,12,,,7,7,7,13,,,1,7,6,11,,,6,23,14,15,,,10,24,6,2,,,1.0,23.0,6.0,14.0,,,,,,
44,60.9375,42,,,,1,11,19,10,,,12,29,18,14,,,1,23,7,8,,,4,1,15,22,,,16,14,6,3,,,19,18,7,3,,,12.0,14.0,9.0,0.0,,,,,,
45,60.4375,42,,,,19,20,8,15,,,18,1,15,15,,,7,10,11,0,,,11,28,0,16,,,1,16,3,29,,,16,28,1,10,,,10.0,0.0,14.0,15.0,,,,,,
46,60.578125,42,,,,0,8,1,0,,,1,16,19,19,,,10,22,10,26,,,13,1,11,1,,,7,13,0,21,,,18,28,10,28,,,19.0,11.0,14.0,1.0,,,,,,
47,60.40625,42,,,,10,19,1,8,,,0,19,16,22,,,8,1,6,21,,,19,15,10,21,,,14,0,6,29,,,1,1,16,0,,,19.0,20.0,19.0,29.0,,,,,,
48,60.859375,42,,,,16,15,0,11,,,19,14,0,21,,,19,17,8,1,,,0,20,10,27,,,1,28,1,8,,,14,0,1,9,,,10.0,21.0,0.0,29.0,,,,,,
49,60.59375,42,,,,10,15,14,1,,,0,1,15,14,,,10,17,19,11,,,7,6,16,22,,,7,4,8,0,,,12,22,7,10,,,8.0,1.0,1.0,23.0,,,,,,
50,61.1875,42,,,,10,23,14,0,,,1,1,0,20,,,19,14,7,9,,,18,0,11,29,,,0,27,14,1,,,16,0,6,23,,,0.0,26.0,19.0,12.0,,,,,,
51,60.9375,42,,,,15,28,17,1,,,1,17,15,14,,,12,14,11,1,,,14,14,2,1,,,6,4,16,15,,,14,22,6,11,,,19.0,6.0,8.0,15.0,,,,,,
52,60.609375,42,,,,6,0,10,1,,,5,29,6,28,,,1,6,14,15,,,19,21,6,15,,,1,3,0,29,,,0,19,14,14,,,19.0,15.0,1.0,10.0,,,,,,
53,60.96875,42,,,,10,0,1,2,,,19,18,6,14,,,19,15,11,28,,,6,10,19,26,,,15,29,0,1,,,10,26,13,29,,,7.0,7.0,18.0,0.0,,,,,,
54,60.984375,42,,,,19,18,0,28,,,6,25,7,7,,,0,27,10,20,,,2,29,0,7,,,18,1,12,29,,,19,2,9,14,,,11.0,1.0,0.0,2.0,,,,,,
55,60.625,42,,,,0,21,7,3,,,7,2,6,0,,,14,0,6,29,,,17,15,0,2,,,6,26,5,0,,,4,1,8,0,,,19.0,22.0,19.0,11.0,,,,,,
56,60.640625,42,,,,14,22,19,2,,,15,29,12,28,,,9,14,3,29,,,0,25,17,28,,,6,17,0,9,,,19,29,0,24,,,0.0,10.0,12.0,1.0,,,,,,
57,60.453125,42,,,,19,29,12,22,,,0,5,19,6,,,12,1,18,28,,,1,1,0,6,,,11,22,1,26,,,10,28,1,25,,,0.0,20.0,7.0,1.0,,,,,,
58,60.875,42,,,,1,2,4,0,,,18,14,11,29,,,15,28,0,8,,,16,29,0,1,,,1,15,1,5,,,0,3,0,11,,,19.0,9.0,17.0,1.0,,,,,,
59,60.53125,42,,,,10,24,1,26,,,19,25,0,13,,,16,22,12,14,,,19,21,19,22,,,1,24,19,13,,,3,29,0,27,,,18.0,1.0,15.0,22.0,,,,,,
60,61.015625,42,,,,18,0,1,16,,,13,1,0,26,,,17,1,0,28,,,17,28,7,13,,,7,0,9,1,,,0,9,14,28,,,7.0,2.0,9.0,15.0,,,,,,
61,61.15625,42,,,,11,0,0,12,,,0,19,1,14,,,18,1,0,3,,,7,0,2,29,,,1,5,0,22,,,17,0,13,22,,,14.0,15.0,8.0,1.0,,,,,,
62,60.59375,42,,,,19,25,0,1,,,14,29,0,9,,,10,26,1,20,,,7,14,19,3,,,0,12,7,3,,,0,16,13,22,,,10.0,27.0,6.0,22.0,,,,,,
63,60.8125,42,,,,1,9,10,21,,,6,12,7,3,,,0,21,9,14,,,15,22,16,0,,,1,12,1,28,,,6,14,11,1,,,19.0,25.0,19.0,0.0,,,,,,
64,60.515625,42,,,,10,17,6,23,,,7,0,10,18,,,1,3,13,14,,,1,26,1,28,,,19,17,11,22,,,9,1,6,29,,,5.0,0.0,19.0,16.0,,,,,,
65,60.421875,42,,,,1,6,7,6,,,1,3,0,29,,,7,3,0,27,,,7,14,19,23,,,13,0,1,0,,,6,20,19,18,,,19.0,10.0,3.0,0.0,,,,,,
66,60.375,42,,,,0,21,11,1,,,5,0,19,23,,,10,26,6,22,,,6,25,1,5,,,16,0,6,21,,,10,25,17,29,,,6.0,19.0,1.0,19.0,,,,,,
67,60.359375,42,,,,19,18,6,23,,,10,20,7,7,,,10,23,7,6,,,6,0,1,3,,,19,11,1,21,,,0,8,0,21,,,4.0,29.0,10.0,17.0,,,,,,
68,60.28125,42,,,,6,8,11,28,,,10,15,10,27,,,10,21,6,0,,,13,14,1,26,,,9,15,16,1,,,11,22,6,6,,,10.0,20.0,1.0,15.0,,,,,,
69,60.71875,42,,,,6,26,16,29,,,8,15,14,15,,,10,29,10,1,,,8,14,19,3,,,6,10,0,29,,,19,21,19,11,,,7.0,15.0,18.0,1.0,,,,,,
70,60.828125,42,,,,7,13,8,0,,,14,14,17,28,,,8,1,6,15,,,2,1,7,11,,,16,22,0,9,,,1,26,0,26,,,6.0,0.0,0.0,12.0,,,,,,
71,60.640625,42,,,,0,16,10,15,,,18,29,6,4,,,17,29,7,9,,,17,14,1,9,,,0,12,14,14,,,0,17,5,29,,,3.0,1.0,0.0,15.0,,,,,,
72,60.734375,42,,,,14,28,6,23,,,19,7,6,13,,,0,3,13,22,,,6,27,1,5,,,17,15,1,24,,,13,15,10,23,,,18.0,15.0,12.0,14.0,,,,,,
73,60.5625,42,,,,0,27,7,0,,,7,14,15,22,,,6,11,6,25,,,7,12,5,29,,,19,20,12,29,,,0,17,1,2,,,19.0,28.0,13.0,15.0,,,,,,
74,60.65625,42,,,,15,0,1,17,,,6,16,15,1,,,19,12,8,14,,,11,14,7,4,,,6,4,1,7,,,0,2,13,22,,,12.0,15.0,6.0,23.0,,,,,,
75,61.0625,42,,,,17,28,16,22,,,19,11,11,28,,,19,27,1,2,,,19,20,7,13,,,10,1,7,0,,,1,15,18,0,,,17.0,29.0,6.0,17.0,,,,,,
76,60.546875,42,,,,6,3,7,5,,,0,18,19,11,,,17,28,1,4,,,15,0,5,1,,,0,9,1,11,,,6,27,1,25,,,7.0,7.0,19.0,8.0,,,,,,
77,60.859375,42,,,,19,16,19,28,,,0,10,10,20,,,11,0,14,0,,,1,23,0,3,,,1,14,0,19,,,4,0,2,1,,,7.0,10.0,1.0,25.0,,,,,,
78,60.59375,42,,,,17,29,12,14,,,18,0,16,14,,,18,14,15,14,,,11,14,10,26,,,10,1,0,13,,,11,22,14,1,,,6.0,21.0,6.0,11.0,,,,,,
79,60.84375,42,,,,14,28,7,8,,,9,1,8,15,,,19,2,15,22,,,6,5,12,29,,,19,14,18,14,,,18,0,6,12,,,6.0,3.0,7.0,13.0,,,,,,
80,61.171875,42,,,,6,26,6,5,,,19,9,10,19,,,5,0,7,12,,,10,20,8,15,,,0,27,8,0,,,18,1,0,24,,,6.0,15.0,0.0,5.0,,,,,,
81,60.796875,42,,,,6,19,6,5,,,19,29,6,0,,,19,11,1,13,,,11,0,1,29,,,6,17,0,5,,,1,10,10,25,,,0.0,1.0,19.0,13.0,,,,,,
82,60.75,42,,,,13,0,0,1,,,7,0,6,23,,,6,24,3,0,,,5,1,1,8,,,1,2,13,14,,,10,23,8,14,,,10.0,15.0,11.0,1.0,,,,,,
83,60.28125,42,,,,13,28,15,14,,,19,25,11,28,,,16,22,19,7,,,10,28,7,15,,,19,2,14,0,,,7,7,3,29,,,19.0,26.0,19.0,21.0,,,,,,
84,61.09375,42,,,,10,28,14,14,,,16,0,16,29,,,7,3,6,28,,,18,29,11,22,,,0,16,10,0,,,0,26,19,21,,,7.0,14.0,11.0,28.0,,,,,,
85,60.59375,42,,,,6,23,14,15,,,19,23,14,29,,,0,24,11,1,,,19,26,6,7,,,1,5,0,1,,,4,0,0,28,,,17.0,14.0,4.0,29.0,,,,,,
86,60.75,42,,,,0,9,18,15,,,7,14,7,4,,,15,29,6,2,,,19,21,19,24,,,7,10,1,25,,,19,1,6,22,,,19.0,26.0,0.0,16.0,,,,,,
87,60.640625,42,,,,16,14,2,0,,,11,22,19,12,,,0,19,6,29,,,1,20,17,14,,,10,1,1,24,,,9,1,0,8,,,16.0,22.0,0.0,12.0,,,,,,
88,60.546875,42,,,,6,13,15,14,,,19,19,13,28,,,0,11,11,29,,,6,12,15,28,,,0,25,0,1,,,19,14,18,29,,,12.0,15.0,14.0,22.0,,,,,,
89,60.25,42,,,,14,22,0,23,,,6,18,10,28,,,16,22,18,15,,,6,15,6,29,,,0,11,0,1,,,19,8,19,18,,,1.0,23.0,7.0,15.0,,,,,,
90,60.671875,42,,,,2,0,19,6,,,12,22,10,25,,,8,15,12,14,,,0,6,1,28,,,15,1,1,24,,,6,19,6,23,,,13.0,14.0,18.0,14.0,,,,,,
91,60.40625,42,,,,8,14,10,21,,,6,7,7,0,,,15,29,6,18,,,18,14,0,26,,,19,7,2,29,,,4,29,9,15,,,13.0,22.0,19.0,4.0,,,,,,
92,60.703125,42,,,,18,29,13,29,,,1,12,6,25,,,12,22,16,28,,,0,19,9,0,,,12,15,19,29,,,6,6,11,14,,,7.0,1.0,4.0,1.0,,,,,,
93,60.640625,42,,,,15,28,19,29,,,6,21,18,14,,,9,0,13,14,,,1,1,14,15,,,0,27,10,22,,,10,17,0,13,,,1.0,12.0,6.0,17.0,,,,,,
94,60.78125,42,,,,7,11,0,18,,,19,10,0,15,,,1,20,6,8,,,6,6,1,16,,,1,0,10,1,,,0,23,0,4,,,6.0,11.0,5.0,0.0,,,,,,
95,60.640625,42,,,,7,1,19,4,,,19,21,19,20,,,11,1,15,0,,,19,2,7,13,,,6,6,9,1,,,7,0,19,25,,,6.0,24.0,3.0,29.0,,,,,,
96,60.828125,42,,,,6,7,19,9,,,19,6,5,1,,,6,16,8,15,,,1,23,19,26,,,10,14,14,22,,,6,2,1,19,,,19.0,5.0,10.0,21.0,,,,,,
97,60.640625,42,,,,10,27,1,10,,,11,28,1,5,,,0,5,6,7,,,4,29,19,1,,,18,14,0,0,,,1,25,3,1,,,6.0,1.0,0.0,13.0,,,,,,
98,60.5,42,,,,10,14,18,28,,,1,27,7,7,,,16,14,19,18,,,10,19,19,28,,,16,0,10,20,,,11,1,12,15,,,6.0,28.0,1.0,28.0,,,,,,
99,61.65625,42,,,,17,0,1,9,,,12,14,10,14,,,19,7,6,1,,,2,1,0,23,,,16,1,6,25,,,7,5,11,28,,,1.0,12.0,19.0,19.0,,,,,,
100,60.953125,42,,,,15,29,14,22,,,7,15,0,23,,,19,15,4,1,,,6,27,0,9,,,1,1,0,11,,,0,8,1,26,,,19.0,20.0,10.0,17.0,,,,,,
